window_id,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,F13
W000adee795ae7cdb0000,0.8864683995293295,0.0016677960011117006,0.0018561560746596273,0.0051031573645718515,0.005843967263621646,0.037374816450236104,0.0016697786110331464,8.559200230334406e-07,1.1159758206586422e-06,0.0013067663752592271,0.0005597753296871346,0.05534231735034529,0.0021524478003094195
W000adee795ae7cdb0001,0.8882231918655424,0.0027789072302147836,0.0021339344823095396,0.004732941155787086,0.006121622384695026,0.04098762477989784,0.0016728558216547538,8.432398632705009e-07,1.0511940895640378e-06,0.0007512129617367468,0.0005601501862139259,0.04917486596251781,0.002208642401759118
W000adee795ae7cdb0002,0.8889293840964702,0.003056715632705585,0.0016710142556245937,0.004916119915278391,0.005288892511851314,0.04115355439701328,0.001113049375344869,7.705338909284961e-07,1.0333630547243798e-06,0.0009735185102940856,0.0005650723605712524,0.049564380178639206,0.002484878244351094
W000adee795ae7cdb0003,0.8866500848866364,0.002778945346422465,0.001393087801763707,0.005381041118381969,0.006121948772585698,0.03931854850935632,0.0011180260556436224,7.754358054538289e-07,1.0184358795430742e-06,0.0013067458092616974,0.0008389181368499622,0.05223125289797043,0.0022074644037862563
W000adee795ae7cdb0004,0.8925169333043624,0.0027789069160159886,0.0013930042309944733,0.00500951039190032,0.003714038154922454,0.04087365398917018,0.0011178869009591064,7.642377283031279e-07,1.0943410140943088e-06,0.0009733975095074812,0.0008547293416130609,0.04790641229554903,0.002207217049007605
W000adee795ae7cdb0005,0.8538371000845875,0.0027792374090171825,0.00028326142773657027,0.0027902673546214853,0.002885709694759739,0.05973892557266157,0.0005633715388862642,9.909443556330995e-07,1.4148945064060936e-06,1.5208621502112662e-06,0.0005791616145246433,0.07449091044346975,0.0013934411881988424
W000adee795ae7cdb0006,0.8464459533526739,0.003612568024098784,0.0008395774803800032,0.0034704692204410386,0.0027913324359988972,0.059670854118403636,0.0005633546817458895,1.0575193918276863e-06,1.2703204414542566e-06,0.0005570378372125543,0.0005613605864283258,0.07949233323696757,0.0013392286389118625
W00d9b92b429254d10000,0.0025024089047407418,0.5995430105821482,2.7947675714501837e-06,0.0011131697438016628,0.0023653873133228556,0.0007421684293659795,0.0011143802194348992,0.008764878015044832,0.37050886550362366,0.0010692793672211257,0.008680066676094977,0.0008436305977813576,0.0005695041893970084
W00d9b92b429254d10001,0.002504538115138578,0.691530871764274,0.0011137379737860581,0.001154190283738854,0.002364726924648909,0.001297504773064179,0.0011147044790114635,0.007095684364769095,0.2784121811314047,0.0010683429149258344,0.009005693339806786,0.0005652075902142021,0.0011483211350103533
W00d9b92b429254d10002,0.004724844007280665,0.5909922388898433,0.0005581007410580468,0.0013932634800614468,0.002367002740096675,0.0015753215496642342,0.0011146067868897606,0.004563170585398261,0.37668784700313335,0.0014387128558795146,0.011668167263291245,0.0008435850875066977,0.0005877290112997744
W00d9b92b429254d10003,0.0047246413814071,0.5921285743733721,0.000558195836115823,0.0013944265517323341,0.0023670025031146753,0.0015752802394010266,0.0011146069626122763,0.00499402463644867,0.3753176349183258,0.0014383123093419199,0.012039526761981327,0.0002880301280419943,0.0005745297023996135
W00d9b92b429254d10004,0.004169088916945902,0.5908693232879471,0.00055819599668249,0.0011147924136594072,0.0023651266396062863,0.002130800817588268,0.001114606921855625,0.007596508486272634,0.3752940683696926,0.0014383121317975529,0.010292528649623723,0.00028802954469610124,0.0011445627820924557
W00d9b92b429254d10005,0.0022246342045926814,0.6022365089412387,0.0005582068858685114,0.0011144380733276494,0.002367233369217485,0.0012988063738896887,0.0005588389014677466,0.0054514655495067725,0.37144626927099966,0.0010679955869699017,0.009725941701424937,0.0002880293202935397,0.0005930492143016003
W00d9b92b429254d10006,0.0030619396727371525,0.9661696937066843,0.0005590079214135779,0.0011204902570490754,0.0011156149525217505,0.0012988899262191607,0.00223405447021728,0.0070871975179346665,0.00288787556291841,0.001114431610988921,0.009732868684624545,0.0008443314715992125,0.0011492334519454678
W011c5210582bb0430000,0.015243124946843026,0.0015568213711539415,0.7491113233893816,0.0631759316737749,0.06804345161644618,0.016442308934908965,0.008196696799550256,0.004409239139546022,0.004082240215565965,0.008177444947673166,0.0016324782495906016,0.021417006104177877,0.009454067126481894
W011c5210582bb0430001,0.01516948328011471,0.0015440787858905047,0.7586214935906329,0.05513113383827396,0.06883567964431356,0.014484881972660329,0.007138257537083441,0.0032725930153395147,0.0027024163419693825,0.007587887687102917,0.0023885067869982377,0.020233308764247615,0.011546604688909423
W011c5210582bb0430002,0.01644525424027719,0.0017381761578032686,0.6698318141573855,0.141259092539433,0.07726913704426998,0.01443639247799641,0.007181599167196475,0.0034169017934164935,0.002155504819091161,0.009523367206473657,0.0015500990697387858,0.020018387543797138,0.006620463312513219
W011c5210582bb0430003,0.014400782206234732,0.0013446212722407465,0.7429057403718562,0.08102218006239079,0.0641845617342243,0.014499470092433221,0.007049638119098066,0.0023069260606315145,0.002313223152531583,0.00818773971465683,0.0028839968588174527,0.018509222544096506,0.01001523198392519
W011c5210582bb0430004,0.014848709064837566,0.0014204039606400289,0.6936291057328046,0.11715913435381606,0.07627963070527807,0.013460141257178647,0.008104067252326035,0.0026012780438288067,0.0020473983819172307,0.009332629901188053,0.0018846772246601039,0.016443298288016064,0.009212173999159861
W011c5210582bb0430005,0.015025709156857102,0.0011177740342516438,0.70201063010877,0.11420418379004375,0.06908949629996843,0.015274185486812178,0.009663982817475892,0.0031051797653031065,0.0018166684548253317,0.009160059613368115,0.003206097134490783,0.016765258379875348,0.010584297053088429
W011c5210582bb0430006,0.015742666364051732,0.0008766600902124746,0.6911066028045083,0.12160291842601902,0.07815458141450202,0.012892257682938852,0.007000826384271785,0.0036623646316300755,0.00208740839334989,0.009615202296591584,0.0015545845142380286,0.018357395369048114,0.006866415389368168
W01dad0ab3839cd3a0000,0.00011676671658897323,0.0023896132016895982,0.013560814019161404,0.013793112750748316,0.008936874425914338,0.0026290078706949337,0.009265281956504478,0.3339400445413126,0.4601322389284424,0.022510606209595895,0.05599678136924938,0.0010008425250000676,0.02072277730331418
W01dad0ab3839cd3a0001,0.00010423618275803773,0.001253130224504403,0.012506129241379987,0.011093905158733229,0.009286556072968459,0.0023323930436749863,0.009810972931378628,0.33965139506521086,0.4688938325737407,0.027527646572728163,0.05407114672075451,0.0009792610758314801,0.019197428698699767
W01dad0ab3839cd3a0002,2.778619526988027e-05,0.0005929577767115467,0.007344251319669562,0.006581748273566428,0.005904776297925231,0.0008640380335110881,0.002274478379968177,0.12056077869242295,0.7185838237501657,0.011704566263995676,0.04368641856448466,0.00022014989536611442,0.005951368950450561
W01dad0ab3839cd3a0003,2.8707632308109485e-05,3.746799049415194e-05,0.007596421941816909,0.005093073686172637,0.006042085599216005,0.0005851262218425384,0.00216524545358544,0.12713099607260783,0.6758092207572745,0.010687711158058376,0.04553655070887119,0.00021903061761113955,0.0055078113523575915
W01dad0ab3839cd3a0004,3.292102985605733e-05,4.4012789327956456e-05,0.007633606811968149,0.0049739914675070475,0.0067352988599206,0.0005903163841561606,0.001798229680927087,0.19670364478040323,0.7071595560412317,0.01124453089586944,0.043955105316565386,0.0002223766771193277,0.0058960940279549805
W01dad0ab3839cd3a0005,3.1565228000939275e-05,4.299624246406338e-05,0.007082456888479578,0.011145611703253969,0.007565704954836539,0.0005879744780428576,0.002133447263279791,0.25701339782227445,0.6171483433488633,0.016563447445364546,0.04593057938787598,0.0002212392555655266,0.006596981887032374
W01dad0ab3839cd3a0006,0.0006564917553613381,0.0012576453361477398,0.015103029755711877,0.013678561494039983,0.012421015098804122,0.003021488985836257,0.012387595347176492,0.18256840609689245,0.4911130385380979,0.034708362631118594,0.05511205528011047,0.0009721033616798604,0.02727822301499836
W0257b7e5d137a4440000,0.0007477989257477594,1.494558595891676e-06,0.0024125347367427055,0.0013913799036851754,0.0015019649206296254,0.25103008904153573,2.347241418391508e-06,1.0373702589810282e-06,1.3598675595156542e-06,0.0013914479489587526,1.2694612241169355e-06,0.7352596640281076,0.005144713507519966
W0257b7e5d137a4440001,0.002283341565188266,4.7244980556838366e-05,0.0030765602422234673,0.0021763870547855243,0.0012927612431638982,0.3468779259998709,0.0011631907415195566,0.0005908448179630416,4.726424763568689e-05,0.003698275975619565,3.8025568421399145e-05,0.6316811597321209,0.0053068307538433205
W0257b7e5d137a4440002,0.0007734926046442144,4.7978451677916864e-05,0.0028821779024838148,0.0021656114801930047,0.0012512980154443236,0.18820141246168678,0.0006071102099942144,4.2610106860804196e-05,4.7284534848500514e-05,0.0011953823521613225,3.848075226844301e-05,0.7980407589958836,0.003540797729301299
W0257b7e5d137a4440003,0.002080134133434438,4.692884937950937e-05,0.002320215814595784,0.0016596591752214643,0.0006951830362275809,0.4051228216010858,0.001448253392231351,0.0005957293092369082,4.6251001349190265e-05,0.0014713187734538857,0.0005933142057723691,0.5758126900229927,0.0063925757283274705
W0257b7e5d137a4440004,0.0011643894800078024,4.0419290498649076e-05,0.0032336752821916117,0.0014732431545341528,0.001966672716043605,0.14466977819097862,0.0011989427905837267,0.0005845907741100202,4.052136355768158e-05,0.0011860617858858741,3.244507968117585e-05,0.8384747030765037,0.004226327605413377
W0257b7e5d137a4440005,0.0006144141169859901,4.746781335978307e-05,0.0028772330733641107,0.0014137915311807573,0.0006813037170203047,0.10536845655433949,0.0006479870084095305,0.0005896552278848292,4.758914032513133e-05,0.001200020843480113,5.407854294600193e-05,0.8813511399405562,0.0033791777131453346
