window_id,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,F13
W000adee795ae7cdb0000,0.7937362106269058,0.007152166038722142,0.015130248881524443,0.011680056590266795,0.016311931781515743,0.05764561003217064,0.017129313660666473,0.0011973262002438645,0.0008177993224603734,0.012271197618138174,0.00026925086573111566,0.05942596562150994,0.001901711330109561
W000adee795ae7cdb0001,0.7937362106269058,0.007152166038722142,0.015130248881524443,0.011680056590266795,0.016311931781515743,0.05764561003217064,0.017129313660666473,0.0011973262002438645,0.0008177993224603734,0.012271197618138174,0.00026925086573111566,0.05942596562150994,0.001901711330109561
W000adee795ae7cdb0002,0.7937362106269058,0.007152166038722142,0.015130248881524443,0.011680056590266795,0.016311931781515743,0.05764561003217064,0.017129313660666473,0.0011973262002438645,0.0008177993224603734,0.012271197618138174,0.00026925086573111566,0.05942596562150994,0.001901711330109561
W000adee795ae7cdb0003,0.7937362106269058,0.007152166038722142,0.015130248881524443,0.011680056590266795,0.016311931781515743,0.05764561003217064,0.017129313660666473,0.0011973262002438645,0.0008177993224603734,0.012271197618138174,0.00026925086573111566,0.05942596562150994,0.001901711330109561
W000adee795ae7cdb0004,0.7937362106269058,0.007152166038722142,0.015130248881524443,0.011680056590266795,0.016311931781515743,0.05764561003217064,0.017129313660666473,0.0011973262002438645,0.0008177993224603734,0.012271197618138174,0.00026925086573111566,0.05942596562150994,0.001901711330109561
W000adee795ae7cdb0005,0.7937362106269058,0.007152166038722142,0.015130248881524443,0.011680056590266795,0.016311931781515743,0.05764561003217064,0.017129313660666473,0.0011973262002438645,0.0008177993224603734,0.012271197618138174,0.00026925086573111566,0.05942596562150994,0.001901711330109561
W000adee795ae7cdb0006,0.7937362106269058,0.007152166038722142,0.015130248881524443,0.011680056590266795,0.016311931781515743,0.05764561003217064,0.017129313660666473,0.0011973262002438645,0.0008177993224603734,0.012271197618138174,0.00026925086573111566,0.05942596562150994,0.001901711330109561
W00d9b92b429254d10000,0.00554512614212608,0.8139043322677795,0.0028439421648796476,0.004106842299482213,0.0014655809672261576,0.0006692121695664238,0.0072514320675482235,0.026302511867876705,0.09284348864969558,0.0028032412121274807,0.03168511623472425,0.001728681681192123,0.0009982563350061345
W00d9b92b429254d10001,0.00554512614212608,0.8139043322677795,0.0028439421648796476,0.004106842299482213,0.0014655809672261576,0.0006692121695664238,0.0072514320675482235,0.026302511867876705,0.09284348864969558,0.0028032412121274807,0.03168511623472425,0.001728681681192123,0.0009982563350061345
W00d9b92b429254d10002,0.00554512614212608,0.8139043322677795,0.0028439421648796476,0.004106842299482213,0.0014655809672261576,0.0006692121695664238,0.0072514320675482235,0.026302511867876705,0.09284348864969558,0.0028032412121274807,0.03168511623472425,0.001728681681192123,0.0009982563350061345
W00d9b92b429254d10003,0.00554512614212608,0.8139043322677795,0.0028439421648796476,0.004106842299482213,0.0014655809672261576,0.0006692121695664238,0.0072514320675482235,0.026302511867876705,0.09284348864969558,0.0028032412121274807,0.03168511623472425,0.001728681681192123,0.0009982563350061345
W00d9b92b429254d10004,0.00554512614212608,0.8139043322677795,0.0028439421648796476,0.004106842299482213,0.0014655809672261576,0.0006692121695664238,0.0072514320675482235,0.026302511867876705,0.09284348864969558,0.0028032412121274807,0.03168511623472425,0.001728681681192123,0.0009982563350061345
W00d9b92b429254d10005,0.00554512614212608,0.8139043322677795,0.0028439421648796476,0.004106842299482213,0.0014655809672261576,0.0006692121695664238,0.0072514320675482235,0.026302511867876705,0.09284348864969558,0.0028032412121274807,0.03168511623472425,0.001728681681192123,0.0009982563350061345
W00d9b92b429254d10006,0.00554512614212608,0.8139043322677795,0.0028439421648796476,0.004106842299482213,0.0014655809672261576,0.0006692121695664238,0.0072514320675482235,0.026302511867876705,0.09284348864969558,0.0028032412121274807,0.03168511623472425,0.001728681681192123,0.0009982563350061345
W011c5210582bb0430000,0.035538380311063406,0.001405807315883141,0.7153130519988958,0.05560074526112598,0.04332025222372621,0.020158406138343476,0.02034522498340612,0.009674025334644915,0.0030744635016201403,0.01029188091985292,0.008258820660357043,0.034202178445008766,0.01432495369154383
W011c5210582bb0430001,0.035538380311063406,0.001405807315883141,0.7153130519988958,0.05560074526112598,0.04332025222372621,0.020158406138343476,0.02034522498340612,0.009674025334644915,0.0030744635016201403,0.01029188091985292,0.008258820660357043,0.034202178445008766,0.01432495369154383
W011c5210582bb0430002,0.035538380311063406,0.001405807315883141,0.7153130519988958,0.05560074526112598,0.04332025222372621,0.020158406138343476,0.02034522498340612,0.009674025334644915,0.0030744635016201403,0.01029188091985292,0.008258820660357043,0.034202178445008766,0.01432495369154383
W011c5210582bb0430003,0.035538380311063406,0.001405807315883141,0.7153130519988958,0.05560074526112598,0.04332025222372621,0.020158406138343476,0.02034522498340612,0.009674025334644915,0.0030744635016201403,0.01029188091985292,0.008258820660357043,0.034202178445008766,0.01432495369154383
W011c5210582bb0430004,0.035538380311063406,0.001405807315883141,0.7153130519988958,0.05560074526112598,0.04332025222372621,0.020158406138343476,0.02034522498340612,0.009674025334644915,0.0030744635016201403,0.01029188091985292,0.008258820660357043,0.034202178445008766,0.01432495369154383
W011c5210582bb0430005,0.035538380311063406,0.001405807315883141,0.7153130519988958,0.05560074526112598,0.04332025222372621,0.020158406138343476,0.02034522498340612,0.009674025334644915,0.0030744635016201403,0.01029188091985292,0.008258820660357043,0.034202178445008766,0.01432495369154383
W011c5210582bb0430006,0.035538380311063406,0.001405807315883141,0.7153130519988958,0.05560074526112598,0.04332025222372621,0.020158406138343476,0.02034522498340612,0.009674025334644915,0.0030744635016201403,0.01029188091985292,0.008258820660357043,0.034202178445008766,0.01432495369154383
W01dad0ab3839cd3a0000,0.0020708796593441616,0.00011702335086218079,0.02387218809752878,0.019037364327932637,0.016323918528234047,0.007832477464231734,0.022050474892015063,0.03774468343656512,0.7254703791226997,0.012900458834230497,0.06969213247371178,0.004634399625295317,0.014142904907743893
W01dad0ab3839cd3a0001,0.0020708796593441616,0.00011702335086218079,0.02387218809752878,0.019037364327932637,0.016323918528234047,0.007832477464231734,0.022050474892015063,0.03774468343656512,0.7254703791226997,0.012900458834230497,0.06969213247371178,0.004634399625295317,0.014142904907743893
W01dad0ab3839cd3a0002,0.0020708796593441616,0.00011702335086218079,0.02387218809752878,0.019037364327932637,0.016323918528234047,0.007832477464231734,0.022050474892015063,0.03774468343656512,0.7254703791226997,0.012900458834230497,0.06969213247371178,0.004634399625295317,0.014142904907743893
W01dad0ab3839cd3a0003,0.0020708796593441616,0.00011702335086218079,0.02387218809752878,0.019037364327932637,0.016323918528234047,0.007832477464231734,0.022050474892015063,0.03774468343656512,0.7254703791226997,0.012900458834230497,0.06969213247371178,0.004634399625295317,0.014142904907743893
W01dad0ab3839cd3a0004,0.0020708796593441616,0.00011702335086218079,0.02387218809752878,0.019037364327932637,0.016323918528234047,0.007832477464231734,0.022050474892015063,0.03774468343656512,0.7254703791226997,0.012900458834230497,0.06969213247371178,0.004634399625295317,0.014142904907743893
W01dad0ab3839cd3a0005,0.0020708796593441616,0.00011702335086218079,0.02387218809752878,0.019037364327932637,0.016323918528234047,0.007832477464231734,0.022050474892015063,0.03774468343656512,0.7254703791226997,0.012900458834230497,0.06969213247371178,0.004634399625295317,0.014142904907743893
W01dad0ab3839cd3a0006,0.0020708796593441616,0.00011702335086218079,0.02387218809752878,0.019037364327932637,0.016323918528234047,0.007832477464231734,0.022050474892015063,0.03774468343656512,0.7254703791226997,0.012900458834230497,0.06969213247371178,0.004634399625295317,0.014142904907743893
